Gene description	Synonyms
Talin 1	Talin-1; TLN-1; TLN1
Talin 2	Talin-2; TLN-2; TLN2
Talin rod domain containing 1	TLNRD-1; TLNRD1
TAM41 mitochondrial translocator assembly and maintenance homolog	TAMM-41; TAMM41
Tandem C2 domains, nuclear	TC2N
TANK binding kinase 1	TBK-1; TBK1
Tankyrase	TNKS
Tankyrase 1 binding protein 1	TNKS1BP1
Tankyrase 2	Tankyrase-2; TNKS-2; TNKS2
TAO kinase 1	TAO kinase-1; TAOK-1; TAOK1
TAO kinase 2	TAO kinase-2; TAOK-2; TAOK2
TAO kinase 3	TAO kinase-3; TAOK-3; TAOK3
TAP binding protein	TAPBP
TAP binding protein like	TAPBPL
Taperin	TPRN
TAR (HIV-1) RNA binding protein 1	TARBP-1; TARBP1
TAR DNA binding protein	TARDBP
TARBP2 subunit of RISC loading complex	TARBP-2; TARBP2
Target of EGR1, exonuclease	TOE-1; TOE1
Target of myb1 like 1 membrane trafficking protein	TOM1L1
Target of myb1 like 2 membrane trafficking protein	TOM1L2
Target of myb1 membrane trafficking protein	TOM-1; TOM1
Taspase 1	TASP-1; TASP1; Taspase-1
Taste 1 receptor member 3	TAS1R3
Taste 2 receptor member 1	TAS2R1
Taste 2 receptor member 10	TAS2R10
Taste 2 receptor member 13	TAS2R13
Taste 2 receptor member 14	TAS2R14
Taste 2 receptor member 16	TAS2R16
Taste 2 receptor member 19	TAS2R19
Taste 2 receptor member 4	TAS2R4
Taste 2 receptor member 41	TAS2R41
Taste 2 receptor member 46	TAS2R46
Taste 2 receptor member 5	TAS2R5
Taste 2 receptor member 7	TAS2R7
Taste 2 receptor member 8	TAS2R8
Taste 2 receptor member 9	TAS2R9
TATA element modulatory factor 1	TMF-1; TMF1
TATA-box binding protein	TBP
TATA-box binding protein associated factor 1	TAF-1; TAF1
TATA-box binding protein associated factor 1 like	TAF1L
TATA-box binding protein associated factor 10	TAF-10; TAF10
TATA-box binding protein associated factor 11	TAF-11; TAF11
TATA-box binding protein associated factor 12	TAF-12; TAF12
TATA-box binding protein associated factor 13	TAF-13; TAF13
TATA-box binding protein associated factor 15	TAF-15; TAF15
TATA-box binding protein associated factor 2	TAF-2; TAF2
TATA-box binding protein associated factor 3	TAF-3; TAF3
TATA-box binding protein associated factor 4	TAF-4; TAF4
TATA-box binding protein associated factor 4b	TAF4B
TATA-box binding protein associated factor 5	TAF-5; TAF5
TATA-box binding protein associated factor 5 like	TAF5L
TATA-box binding protein associated factor 6	TAF-6; TAF6
TATA-box binding protein associated factor 6 like	TAF6L
TATA-box binding protein associated factor 7	TAF-7; TAF7
TATA-box binding protein associated factor 7 like	TAF7L
TATA-box binding protein associated factor 8	TAF-8; TAF8
TATA-box binding protein associated factor 9	TAF-9; TAF9
TATA-box binding protein associated factor 9b	TAF9B
TATA-box binding protein associated factor, RNA polymerase I subunit A	TAF1A
TATA-box binding protein associated factor, RNA polymerase I subunit B	TAF1B
TATA-box binding protein associated factor, RNA polymerase I subunit C	TAF1C
TATA-box binding protein associated factor, RNA polymerase I subunit D	TAF1D
TATA-box binding protein like 1	TBPL-1; TBPL1
TatD DNase domain containing 1	TATDN-1; TATDN1
TatD DNase domain containing 2	TATDN-2; TATDN2
TatD DNase domain containing 3	TATDN-3; TATDN3
Tau tubulin kinase 1	TTBK-1; TTBK1
Tau tubulin kinase 2	TTBK-2; TTBK2
Tax1 binding protein 1	TAX1BP1
Tax1 binding protein 3	TAX1BP3
Taxilin alpha	TXLNA
Taxilin beta	TXLNB
Taxilin gamma	TXLNG
TBC1 domain containing kinase	TBCK
TBC1 domain family member 1	TBC1D1
TBC1 domain family member 10A	TBC1D10A
TBC1 domain family member 10B	TBC1D10B
TBC1 domain family member 10C	TBC1D10C
TBC1 domain family member 12	TBC1D12
TBC1 domain family member 13	TBC1D13
TBC1 domain family member 14	TBC1D14
TBC1 domain family member 15	TBC1D15
TBC1 domain family member 17	TBC1D17
TBC1 domain family member 19	TBC1D19
TBC1 domain family member 2	TBC1D2
TBC1 domain family member 20	TBC1D20
TBC1 domain family member 21	TBC1D21
TBC1 domain family member 22A	TBC1D22A
TBC1 domain family member 22B	TBC1D22B
TBC1 domain family member 23	TBC1D23
TBC1 domain family member 24	TBC1D24
TBC1 domain family member 25	TBC1D25
TBC1 domain family member 2B	TBC1D2B
TBC1 domain family member 3	TBC1D3
TBC1 domain family member 30	TBC1D30
TBC1 domain family member 31	TBC1D31
TBC1 domain family member 32	TBC1D32
TBC1 domain family member 3G	TBC1D3G
TBC1 domain family member 4	TBC1D4
TBC1 domain family member 5	TBC1D5
TBC1 domain family member 7	TBC1D7
TBC1 domain family member 8	TBC1D8
TBC1 domain family member 8B	TBC1D8B
TBC1 domain family member 9B	TBC1D9B
TBCC domain containing 1	TBCCD-1; TBCCD1
TBK1 binding protein 1	TBKBP-1; TBKBP1
TBL1X/Y related 1	TBL1X/Y related-1; TBL1XR1
TCDD inducible poly(ADP-ribose) polymerase	TIPARP
TCF3 fusion partner	TFPT
TCL1 family AKT coactivator A	TCL1A
TCL1 family AKT coactivator B	TCL1B
TCL1 upstream neural differentiation-associated RNA	TUNAR
TCR gamma alternate reading frame protein	TARP
TDP-glucose 4,6-dehydratase	TGDS
TEA domain transcription factor 1	TEAD-1; TEAD1
TEA domain transcription factor 2	TEAD-2; TEAD2
TEA domain transcription factor 3	TEAD-3; TEAD3
TEA domain transcription factor 4	TEAD-4; TEAD4
Teashirt zinc finger homeobox 1	TSHZ-1; TSHZ1
Teashirt zinc finger homeobox 2	TSHZ-2; TSHZ2
Teashirt zinc finger homeobox 3	TSHZ-3; TSHZ3
Tec protein tyrosine kinase	TEC
Tectonic family member 3	TCTN-3; TCTN3
Tectonin beta-propeller repeat containing 1	TECPR-1; TECPR1
Tectonin beta-propeller repeat containing 2	TECPR-2; TECPR2
Tectorin alpha	TECTA
TEF transcription factor, PAR bZIP family member	TEF
TEK receptor tyrosine kinase	TEK
Tektin 1	TEKT-1; TEKT1; Tektin-1
Tektin 2	TEKT-2; TEKT2; Tektin-2
Tektin 3	TEKT-3; TEKT3; Tektin-3
Tektin 4	TEKT-4; TEKT4; Tektin-4
Tektin 5	TEKT-5; TEKT5; Tektin-5
TELO2 interacting protein 1	TTI-1; TTI1
TELO2 interacting protein 2	TTI-2; TTI2
Telomerase associated protein 1	TEP-1; TEP1
Telomerase reverse transcriptase	TERT
Telomerase RNA component interacting RNase	TRIR
Telomere maintenance 2	TELO-2; TELO2; Telomere maintenance-2
Telomere repeat binding bouquet formation protein 1	TERB-1; TERB1
Telomere repeat binding bouquet formation protein 2	TERB-2; TERB2
Telomeric repeat binding factor 1	TERF-1; TERF1
Telomeric repeat binding factor 2	TERF-2; TERF2
TEN1 subunit of CST complex	TEN-1; TEN1
Tenascin C	TNC
Tenascin N	TNN
Tenascin R	TNR
Tenascin XB	TNXB
Teneurin transmembrane protein 1	TENM-1; TENM1
Teneurin transmembrane protein 2	TENM-2; TENM2
Teneurin transmembrane protein 3	TENM-3; TENM3
Teneurin transmembrane protein 4	TENM-4; TENM4
Tenomodulin	TNMD
Tensin 1	Tensin-1; TNS-1; TNS1
Tensin 2	Tensin-2; TNS-2; TNS2
Tensin 3	Tensin-3; TNS-3; TNS3
Tensin 4	Tensin-4; TNS-4; TNS4
TEPSIN adaptor related protein complex 4 accessory protein	TEPSIN
Teratocarcinoma-derived growth factor 1	TDGF-1; TDGF1
TERF1 interacting nuclear factor 2	TINF-2; TINF2
TERF2 interacting protein	TERF2IP
Terminal nucleotidyltransferase 2	TENT-2; TENT2; Terminal nucleotidyltransferase-2
Terminal nucleotidyltransferase 4A	TENT4A
Terminal nucleotidyltransferase 4B	TENT4B
Terminal nucleotidyltransferase 5A	TENT5A
Terminal nucleotidyltransferase 5B	TENT5B
Terminal nucleotidyltransferase 5C	TENT5C
Terminal nucleotidyltransferase 5D	TENT5D
Terminal uridylyl transferase 1, U6 snRNA-specific	TUT-1; TUT1
Terminal uridylyl transferase 4	TUT-4; TUT4
Terminal uridylyl transferase 7	TUT-7; TUT7
Tescalcin	TESC
Testin LIM domain protein	TES
Testis associated actin remodelling kinase 1	TESK-1; TESK1
Testis associated actin remodelling kinase 2	TESK-2; TESK2
Testis development related protein	TDRP
Testis expressed 10	Testis expressed-10; TEX-10; TEX10
Testis expressed 101	Testis expressed-101; TEX-101; TEX101
Testis expressed 11	Testis expressed-11; TEX-11; TEX11
Testis expressed 12	Testis expressed-12; TEX-12; TEX12
Testis expressed 13A	TEX13A
Testis expressed 13B	TEX13B
Testis expressed 14, intercellular bridge forming factor	TEX-14; TEX14
Testis expressed 15, meiosis and synapsis associated	TEX-15; TEX15
Testis expressed 19	Testis expressed-19; TEX-19; TEX19
Testis expressed 2	Testis expressed-2; TEX-2; TEX2
Testis expressed 264, ER-phagy receptor	TEX-264; TEX264
Testis expressed 28	Testis expressed-28; TEX-28; TEX28
Testis expressed 29	Testis expressed-29; TEX-29; TEX29
Testis expressed 33	Testis expressed-33; TEX-33; TEX33
Testis expressed 35	Testis expressed-35; TEX-35; TEX35
Testis expressed 37	Testis expressed-37; TEX-37; TEX37
Testis expressed 43	Testis expressed-43; TEX-43; TEX43
Testis expressed 44	Testis expressed-44; TEX-44; TEX44
Testis expressed 45	Testis expressed-45; TEX-45; TEX45
Testis expressed 47	Testis expressed-47; TEX-47; TEX47
Testis expressed 48	Testis expressed-48; TEX-48; TEX48
Testis expressed 55	Testis expressed-55; TEX-55; TEX55
Testis expressed 9	Testis expressed-9; TEX-9; TEX9
Testis expressed metallothionein like protein	TESMIN
Testis specific 10	Testis specific-10; TSGA-10; TSGA10
Testis specific 10 interacting protein	TSGA10IP
Testis specific 13	Testis specific-13; TSGA-13; TSGA13
Testis specific protein Y-linked 1	TSPY-1; TSPY1
Testis specific protein Y-linked 10	TSPY-10; TSPY10
Testis specific protein Y-linked 2	TSPY-2; TSPY2
Testis specific serine kinase 1B	TSSK1B
Testis specific serine kinase 2	TSSK-2; TSSK2
Testis specific serine kinase 3	TSSK-3; TSSK3
Testis specific serine kinase 4	TSSK-4; TSSK4
Testis specific serine kinase 6	TSSK-6; TSSK6
Testis specific serine kinase substrate	TSKS
Tet methylcytosine dioxygenase 1	TET-1; TET1
Tet methylcytosine dioxygenase 2	TET-2; TET2
Tet methylcytosine dioxygenase 3	TET-3; TET3
Tetraspanin 1	Tetraspanin-1; TSPAN-1; TSPAN1
Tetraspanin 12	Tetraspanin-12; TSPAN-12; TSPAN12
Tetraspanin 14	Tetraspanin-14; TSPAN-14; TSPAN14
Tetraspanin 15	Tetraspanin-15; TSPAN-15; TSPAN15
Tetraspanin 2	Tetraspanin-2; TSPAN-2; TSPAN2
Tetraspanin 31	Tetraspanin-31; TSPAN-31; TSPAN31
Tetraspanin 33	Tetraspanin-33; TSPAN-33; TSPAN33
Tetraspanin 4	Tetraspanin-4; TSPAN-4; TSPAN4
Tetraspanin 5	Tetraspanin-5; TSPAN-5; TSPAN5
Tetraspanin 6	Tetraspanin-6; TSPAN-6; TSPAN6
Tetraspanin 7	Tetraspanin-7; TSPAN-7; TSPAN7
Tetraspanin 8	Tetraspanin-8; TSPAN-8; TSPAN8
Tetraspanin 9	Tetraspanin-9; TSPAN-9; TSPAN9
Tetratricopeptide repeat domain 1	TTC-1; TTC1
Tetratricopeptide repeat domain 12	TTC-12; TTC12
Tetratricopeptide repeat domain 14	TTC-14; TTC14
Tetratricopeptide repeat domain 17	TTC-17; TTC17
Tetratricopeptide repeat domain 19	TTC-19; TTC19
Tetratricopeptide repeat domain 21A	TTC21A
Tetratricopeptide repeat domain 21B	TTC21B
Tetratricopeptide repeat domain 23	TTC-23; TTC23
Tetratricopeptide repeat domain 23 like	TTC23L
Tetratricopeptide repeat domain 26	TTC-26; TTC26
Tetratricopeptide repeat domain 27	TTC-27; TTC27
Tetratricopeptide repeat domain 28	TTC-28; TTC28
Tetratricopeptide repeat domain 29	TTC-29; TTC29
Tetratricopeptide repeat domain 3	TTC-3; TTC3
Tetratricopeptide repeat domain 30B	TTC30B
Tetratricopeptide repeat domain 31	TTC-31; TTC31
Tetratricopeptide repeat domain 32	TTC-32; TTC32
Tetratricopeptide repeat domain 33	TTC-33; TTC33
Tetratricopeptide repeat domain 36	TTC-36; TTC36
Tetratricopeptide repeat domain 38	TTC-38; TTC38
Tetratricopeptide repeat domain 39A	TTC39A
Tetratricopeptide repeat domain 39B	TTC39B
Tetratricopeptide repeat domain 4	TTC-4; TTC4
Tetratricopeptide repeat domain 5	TTC-5; TTC5
Tetratricopeptide repeat domain 7A	TTC7A
Tetratricopeptide repeat domain 7B	TTC7B
Tetratricopeptide repeat domain 8	TTC-8; TTC8
Tetratricopeptide repeat domain 9	TTC-9; TTC9
Tetratricopeptide repeat domain 9C	TTC9C
Tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	TANC-1; TANC1
Tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	TANC-2; TANC2
TGF-beta activated kinase 1 (MAP3K7) binding protein 1	TAB-1; TAB1
TGF-beta activated kinase 1 (MAP3K7) binding protein 2	TAB-2; TAB2
TGF-beta activated kinase 1 (MAP3K7) binding protein 3	TAB-3; TAB3
TGFB induced factor homeobox 1	TGIF-1; TGIF1
TGFB induced factor homeobox 2	TGIF-2; TGIF2
TGFB induced factor homeobox 2 like X-linked	TGIF2LX
TGFB induced factor homeobox 2 like Y-linked	TGIF2LY
THADA armadillo repeat containing	THADA
THAP domain containing 1	THAP-1; THAP1
THAP domain containing 10	THAP-10; THAP10
THAP domain containing 11	THAP-11; THAP11
THAP domain containing 12	THAP-12; THAP12
THAP domain containing 2	THAP-2; THAP2
THAP domain containing 3	THAP-3; THAP3
THAP domain containing 4	THAP-4; THAP4
THAP domain containing 5	THAP-5; THAP5
THAP domain containing 6	THAP-6; THAP6
THAP domain containing 7	THAP-7; THAP7
THAP domain containing 8	THAP-8; THAP8
THAP domain containing 9	THAP-9; THAP9
Theg spermatid protein	THEG
Thiamin pyrophosphokinase 1	Thiamin pyrophosphokinase-1; TPK-1; TPK1
Thiamine triphosphatase	THTPA
Thimet oligopeptidase 1	Thimet oligopeptidase-1; THOP-1; THOP1
Thioesterase superfamily member 4	THEM-4; THEM4
Thioesterase superfamily member 5	THEM-5; THEM5
Thioesterase superfamily member 6	THEM-6; THEM6
Thiopurine S-methyltransferase	TPMT
Thioredoxin	TXN
Thioredoxin 2	Thioredoxin-2; TXN-2; TXN2
Thioredoxin domain containing 11	TXNDC-11; TXNDC11
Thioredoxin domain containing 12	TXNDC-12; TXNDC12
Thioredoxin domain containing 15	TXNDC-15; TXNDC15
Thioredoxin domain containing 16	TXNDC-16; TXNDC16
Thioredoxin domain containing 17	TXNDC-17; TXNDC17
Thioredoxin domain containing 2	TXNDC-2; TXNDC2
Thioredoxin domain containing 5	TXNDC-5; TXNDC5
Thioredoxin domain containing 8	TXNDC-8; TXNDC8
Thioredoxin domain containing 9	TXNDC-9; TXNDC9
Thioredoxin interacting protein	TXNIP
Thioredoxin like 1	Thioredoxin like-1; TXNL-1; TXNL1
Thioredoxin like 4A	TXNL4A
Thioredoxin like 4B	TXNL4B
Thioredoxin reductase 1	Thioredoxin reductase-1; TXNRD-1; TXNRD1
Thioredoxin reductase 2	Thioredoxin reductase-2; TXNRD-2; TXNRD2
Thioredoxin reductase 3	Thioredoxin reductase-3; TXNRD-3; TXNRD3
Thioredoxin related transmembrane protein 1	TMX-1; TMX1
Thioredoxin related transmembrane protein 2	TMX-2; TMX2
Thioredoxin related transmembrane protein 3	TMX-3; TMX3
Thioredoxin related transmembrane protein 4	TMX-4; TMX4
Thiosulfate sulfurtransferase	TST
Thiosulfate sulfurtransferase like domain containing 1	TSTD-1; TSTD1
Thiosulfate sulfurtransferase like domain containing 2	TSTD-2; TSTD2
THO complex subunit 1	THOC-1; THOC1
THO complex subunit 2	THOC-2; THOC2
THO complex subunit 3	THOC-3; THOC3
THO complex subunit 5	THOC-5; THOC5
THO complex subunit 6	THOC-6; THOC6
THO complex subunit 7	THOC-7; THOC7
Three prime repair exonuclease 1	TREX-1; TREX1
Three prime repair exonuclease 2	TREX-2; TREX2
Threonine synthase like 1	THNSL-1; THNSL1
Threonyl-tRNA synthetase 1	TARS-1; TARS1; Threonyl-tRNA synthetase-1
Threonyl-tRNA synthetase 2, mitochondrial	TARS-2; TARS2
Threonyl-tRNA synthetase 3	TARS-3; TARS3; Threonyl-tRNA synthetase-3
Thrombomodulin	THBD
Thrombopoietin	THPO
Thrombospondin 1	THBS-1; THBS1; Thrombospondin-1
Thrombospondin 2	THBS-2; THBS2; Thrombospondin-2
Thrombospondin 3	THBS-3; THBS3; Thrombospondin-3
Thrombospondin 4	THBS-4; THBS4; Thrombospondin-4
Thrombospondin type 1 domain containing 1	THSD-1; THSD1
Thrombospondin type 1 domain containing 4	THSD-4; THSD4
Thrombospondin type 1 domain containing 7A	THSD7A
Thrombospondin type 1 domain containing 7B	THSD7B
Thrombospondin type laminin G domain and EAR repeats	TSPEAR
Thromboxane A synthase 1	TBXAS-1; TBXAS1
Thromboxane A2 receptor	TBXA2R
THUMP domain containing 1	THUMPD-1; THUMPD1
THUMP domain containing 2	THUMPD-2; THUMPD2
THUMP domain containing 3	THUMPD-3; THUMPD3
Thy-1 cell surface antigen	THY-1; THY1
Thymic stromal lymphopoietin	TSLP
Thymidine kinase 1	Thymidine kinase-1; TK-1; TK1
Thymidine kinase 2	Thymidine kinase-2; TK-2; TK2
Thymidine phosphorylase	TYMP
Thymidylate synthetase	TYMS
Thymine DNA glycosylase	TDG
Thymocyte expressed, positive selection associated 1	TESPA-1; TESPA1
Thymocyte nuclear protein 1	THYN-1; THYN1
Thymocyte selection associated	THEMIS
Thymocyte selection associated family member 2	THEMIS-2; THEMIS2
Thymocyte selection associated high mobility group box	TOX
Thymopoietin	TMPO
Thymosin beta 10	Thymosin beta-10; TMSB-10; TMSB10
Thymosin beta 15A	TMSB15A
Thymosin beta 15B	TMSB15B
Thymosin beta 4 X-linked	TMSB4X
Thymosin beta 4 Y-linked	TMSB4Y
Thymus, brain and testes associated	TBATA
Thyroglobulin	TG
Thyroid hormone receptor alpha	THRA
Thyroid hormone receptor associated protein 3	THRAP-3; THRAP3
Thyroid hormone receptor beta	THRB
Thyroid hormone receptor interactor 10	TRIP-10; TRIP10
Thyroid hormone receptor interactor 11	TRIP-11; TRIP11
Thyroid hormone receptor interactor 12	TRIP-12; TRIP12
Thyroid hormone receptor interactor 13	TRIP-13; TRIP13
Thyroid hormone receptor interactor 4	TRIP-4; TRIP4
Thyroid hormone receptor interactor 6	TRIP-6; TRIP6
Thyroid hormone responsive	THRSP
Thyroid peroxidase	TPO
Thyroid stimulating hormone receptor	TSHR
Thyroid stimulating hormone subunit beta	TSHB
Thyrotropin releasing hormone	TRH
Thyrotropin releasing hormone receptor	TRHR
TIA1 cytotoxic granule associated RNA binding protein	TIA-1; TIA1
TIA1 cytotoxic granule associated RNA binding protein like 1	TIAL-1; TIAL1
TIAM Rac1 associated GEF 1	TIAM-1; TIAM1
TIFA inhibitor	TIFAB
Tigger transposable element derived 1	TIGD-1; TIGD1
Tigger transposable element derived 3	TIGD-3; TIGD3
Tigger transposable element derived 4	TIGD-4; TIGD4
Tigger transposable element derived 5	TIGD-5; TIGD5
Tigger transposable element derived 7	TIGD-7; TIGD7
Tight junction associated protein 1	TJAP-1; TJAP1
Tight junction protein 1	TJP-1; TJP1
Tight junction protein 2	TJP-2; TJP2
Tight junction protein 3	TJP-3; TJP3
Timeless circadian regulator	TIMELESS
TIMELESS interacting protein	TIPIN
TIMP metallopeptidase inhibitor 1	TIMP-1; TIMP1
TIMP metallopeptidase inhibitor 2	TIMP-2; TIMP2
TIMP metallopeptidase inhibitor 3	TIMP-3; TIMP3
TINCR ubiquitin domain containing	TINCR
TIR domain containing adaptor molecule 1	TICAM-1; TICAM1
TIR domain containing adaptor molecule 2	TICAM-2; TICAM2
TIR domain containing adaptor protein	TIRAP
Tissue factor pathway inhibitor	TFPI
Tissue factor pathway inhibitor 2	TFPI-2; TFPI2
Titin	TTN
Titin-cap	TCAP
TLC domain containing 1	TLCD-1; TLCD1
TLC domain containing 3A	TLCD3A
TLC domain containing 3B	TLCD3B
TLC domain containing 4	TLCD-4; TLCD4
TLE family member 1, transcriptional corepressor	TLE-1; TLE1
TLE family member 2, transcriptional corepressor	TLE-2; TLE2
TLE family member 3, transcriptional corepressor	TLE-3; TLE3
TLE family member 4, transcriptional corepressor	TLE-4; TLE4
TLE family member 5, transcriptional modulator	TLE-5; TLE5
TLE family member 6, subcortical maternal complex member	TLE-6; TLE6
TLR adaptor interacting with endolysosomal SLC15A4	TASL
TLR4 interactor with leucine rich repeats	TRIL
TM2 domain containing 1	TM2D1
TM2 domain containing 2	TM2D2
TMEM9 domain family member B	TMEM9B
TNF alpha induced protein 1	TNFAIP-1; TNFAIP1
TNF alpha induced protein 2	TNFAIP-2; TNFAIP2
TNF alpha induced protein 3	TNFAIP-3; TNFAIP3
TNF alpha induced protein 6	TNFAIP-6; TNFAIP6
TNF alpha induced protein 8	TNFAIP-8; TNFAIP8
TNF alpha induced protein 8 like 1	TNFAIP8L1
TNF alpha induced protein 8 like 2	TNFAIP8L2
TNF alpha induced protein 8 like 3	TNFAIP8L3
TNF receptor associated factor 1	TRAF-1; TRAF1
TNF receptor associated factor 2	TRAF-2; TRAF2
TNF receptor associated factor 3	TRAF-3; TRAF3
TNF receptor associated factor 4	TRAF-4; TRAF4
TNF receptor associated factor 5	TRAF-5; TRAF5
TNF receptor associated factor 6	TRAF-6; TRAF6
TNF receptor associated factor 7	TRAF-7; TRAF7
TNF receptor associated protein 1	TRAP-1; TRAP1
TNF receptor superfamily member 10a	TNFRSF10A
TNF receptor superfamily member 10b	TNFRSF10B
TNF receptor superfamily member 10c	TNFRSF10C
TNF receptor superfamily member 10d	TNFRSF10D
TNF receptor superfamily member 11a	TNFRSF11A
TNF receptor superfamily member 11b	TNFRSF11B
TNF receptor superfamily member 12A	TNFRSF12A
TNF receptor superfamily member 13B	TNFRSF13B
TNF receptor superfamily member 13C	TNFRSF13C
TNF receptor superfamily member 14	TNFRSF-14; TNFRSF14
TNF receptor superfamily member 17	TNFRSF-17; TNFRSF17
TNF receptor superfamily member 18	TNFRSF-18; TNFRSF18
TNF receptor superfamily member 19	TNFRSF-19; TNFRSF19
TNF receptor superfamily member 1A	TNFRSF1A
TNF receptor superfamily member 1B	TNFRSF1B
TNF receptor superfamily member 21	TNFRSF-21; TNFRSF21
TNF receptor superfamily member 25	TNFRSF-25; TNFRSF25
TNF receptor superfamily member 4	TNFRSF-4; TNFRSF4
TNF receptor superfamily member 6b	TNFRSF6B
TNF receptor superfamily member 8	TNFRSF-8; TNFRSF8
TNF receptor superfamily member 9	TNFRSF-9; TNFRSF9
TNF superfamily member 10	TNFSF-10; TNFSF10
